file_name,SMILES
97.png,[H][n+]1cc(C([2H])([2H])O)c(CO[C@@]2(C(=O)O)[C@]([H])(CC(N)=O)[C@]3([H])C=C[C@@]2(C#CC#C)C3)c(O)c1C([2H])([2H])O
98.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)Oc2ccc(CO[C@]3([H])C[C@]([H])(OCc4ccc(OC)cc4)[C@@]([H])(C[C@]4([H])O[C@]5([H])C[C@]6([H])O[C@]7(C)CC[C@]8([H])O[C@]9([H])CO[Si](C(C)(C)C)(C(C)(C)C)O[C@@]9([H])C[C@@]8([H])O[C@@]7([H])C[C@@]6([H])O[C@@]5([H])CCC4=O)O[C@@]3([H])CCOCc3ccccc3)cc2)[C@@]2([H])C=C[C@]1([H])C2
99.png,*N(C(=O)c1ccccc1)c1nc2c(OC(=O)[C@]3([H])[C@]([H])(CC(N)=O)[C@]4([H])C=C[C@@]3([H])C4)cccc2cc1C#C
100.png,[H]N(Cc1ccccc1)Cc1c(NC(=O)C[C@@]2([H])[C@@]([H])(C(=O)O)[C@@]3([H])C=C[C@]2([H])C3)cccc1OC(=O)[C@]1([H])[C@]([H])(CC(N)=O)[C@]2([H])C=C[C@@]1([H])C2
101.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2(N=[N+]=[N-])C=C[C@]1([H])C2/C([Ar])=C\C(C)=O
102.png,[H]C1C=C(OC)[C@]2([H])Oc3c(OC)ccc4c3[C@@]23CCN(C)[C@]([H])(C4)[C@]13C1=C[C@]2([H])C(N=[N+]=[N-])[C@@]1([H])[C@]([H])(C(=O)O)[C@]2([H])CC(N)=O
103.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C([C@]3(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]4([H])C=C[C@]3([H])C4)[C@]1(C(C)OC(=O)C#C)C2
104.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1(C(OC(C)(C)CC#N)C(=O)CF)C2
105.png,[H][C@]1([C@]2(C[C@@](C=C2C23N(C(C4C=C(N=[N+]=[N-])C=C([H])C=4)=O)C(=O)ON2C2C(=CC=CC=2)C=C3)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
106.png,[H]ON([H])[H].[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O[H])=O)Cl)[H])CC(=O)N
107.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)OC(=O)CCC=C)[C@@]2([H])C=C[C@]1([H])C2
108.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)OC2CCN(/N=N/c3ccccc3)C2)[C@@]2([H])C=C[C@]1([H])C2
109.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)Oc2cccc(C(=O)C(F)(F)F)c2N=[N+]=[N-])[C@@]2([H])C=C[C@]1([H])C2
110.png,[H][C@]1([C@]2(C[C@@](C=C2)(CC(c2c(CCl)c(C(C)C)cc(C([H])(C)C)c2)C)[C@@]1(C(O)=O)[H])[H])CC(=O)N
111.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C(c3cc(F)cc4c3CC(=O)N(C)C4)[C@]1(C#N)C2
112.png,[3*]C(C(=O)OC)C1[C@]2([H])C=C[C@@]1([H])[C@@]([H])(CC(N)=O)[C@@]2([H])C(=O)O
113.png,[H]C(=O)c1ccc(O)cc1O[C@@]1(C(=O)O)[C@]([H])(CC(N)=O)[C@]2([H])C=C[C@@]1([H])C2
114.png,[H][C@@]1(C(=O)O)[C@]([H])(C(Cc2cc(Br)c(O)cc2C#C)C(N)=O)[C@]2([H])C=C[C@@]1([H])C2
115.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@]2([H])C[C@@]1([H])C(C#C)=C2C(CCCCCN=C=O)N=C=O
116.png,[H][C@]1(CC(=O)Nc2cccc(N=[N+]=[N-])c2S[C@@]2([H])CCC([O-])=C2C)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1([H])C2
117.png,[H][C@]1(CC(=O)N[C@@](C)(CO)[C@]([H])(N[Si](C)(C)C)c2ccccc2)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1([H])C2
118.png,[H][C@@]1(C(=O)O)[C@@](CC(N)=O)(c2cc3ccccc3n2-c2ccc(-c3ccc(CO)cc3)cc2)[C@]2([H])C=C(N=C=[N-])[C@@]1([H])C2
119.png,[1*]C([2*])(NC1=C[C@]2([H])C[C@@]1([H])[C@](C#C)(C(=O)O)[C@]2([H])CC(N)=O)C(=O)N([3*])N([4*])C(=O)N([5*])[6*]
120.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(Nc1c(COC2CCC(OCc3[n]c(-c4ccc(F)cc4)oc3)CC2)c(C(O)=O)c(C)cc1)=O
121.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O/C(=C(\Oc2cc(C)c(C#N)c(C)c2)C(=O)C2CC2)N(C)C)[C@@]2([H])C=C[C@]1([H])C2
122.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)OC(CC(=O)c2cn(-c3nc(-c4ccc(CCCC)cc4)c4cc(-c5ccco5)ccc4n3)c3ccc(Br)cc23)C(=O)O)[C@@]2([H])C=C[C@]1([H])C2
123.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@]2([H])C[C@@]1([H])C=C2C1CN(C)CCN1C1=[U]C=C(C)C=C1
124.png,[H][C@]1([C@]2(C(N[C@](C(NNC(NCC3C4C(=CC([Ar])=CC=4)C=CC=3)=O)=O)(C)[H])[C@@](C=C2N=[N+]=[N-])([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
125.png,[H][C@]1([C@]2(C(C(CC3C=CC=CC=3)COC3C(NC(CCCC(O)=O)=O)=CC(C4C=CC(CC5C6C(=CC=CC=6)OC=5CCCC)=CC=4)=CC=3)[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
126.png,[H]C#Cc1cc(OC)c(C#CC2=C[C@@]3([H])C[C@]2([H])[C@@]([H])(CC(N)=O)[C@@]3([H])C(=O)O)c([N+](=O)[O-])c1Oc1cnc(N)nc1N
127.png,[H][C@]1([C@]2(C(C3C=C(P(C4C=CC=CC=4)(C4C=CC=CC=4)=C(C([C@@](NC(OC4(CCC4)CC4C=CC=CC=4)=O)(CCCC)[H])=O)C#N)C=CC=3)[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
128.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(OC1C(C(NC2SC(C3C(C#C)=CC(CC)=CC=3)=C(C3C([H])=CC(Cl)=CC=3)N=2)=O)=CC=C(S(N2C(C(O)=O)CCC2)(=O)=O)C=1)=O)[H])[H])CC(=O)N
129.png,[9*]c1c([10*])c([11*])c([12*])c2c1CC[C@@]2([H])NOC(=O)[C@]1([H])[C@]([H])(CC(=O)NC#C)[C@]2([H])C=C[C@@]1([H])C2
130.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@]1(c1c(C(F)(F)F)ccc(-c2c3CN(CCc3[n](CC(CN3CCC([n]4c5c(ccc(c5)Cl)cc4)CC3)O)[n]2)S(=O)(=O)C)c1)C(O)=O)[H])CC(=O)N
131.png,[H][C@]1([C@]2(C[C@@](C=C2C([n]2c(C3CC3)c(Oc3ccc(C#N)cc3)c(C3CC3)[n]2)O)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
132.png,[H]N(C(=O)OC(C)(C)C)c1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)c2cccc([C@@]3(C(=O)O)[C@]([H])(CC(N)=O)[C@]4([H])C=C[C@@]3([H])C4)c2)c1
133.png,[H][C@]1(CC(=O)N[C@@]2(C(=O)O)[C@]([H])(CC(=O)Nc3cc(CCN4C(=O)CC[C@@]4([H])/C=C/C(O)CCCCC)ccc3C(=O)O)[C@]3([H])C=C[C@@]2([H])C3)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1([H])C2
134.png,[H][C@]1([C@]2(C[C@@](C=C2[N+]([O-])=O)(C2C(C(O)=O)CC3C2=CC=CC=3S(N2[C@@](C)([H])CN(CC3(CC3)C3C=CC(Cl)=CC=3)C[C@@]2(C)[H])(=O)=O)[C@@]1(C(O)=O)[H])[H])CC(=O)N
