file_name,SMILES
real/acs/ol300353w-Scheme-c6-21.png,[R][C@]([H])([C@@]([H])(C1([H])[H])C)OC(O1)(C)C
real/acs/acs.orglett.5b01754-Scheme-c1-18.png,[R]Oc1c([M])cc2ccccc2c1-c1c(O[R])c([M])cc2ccccc12
real/acs/ol801498u-Figure-c1-1.png,CC(O[R])=O
real/acs/jo982024i-Scheme-c3-6.png,[R]OCC1=C[C@H](N[R])[C@H](O[R])[C@@H](O[R])[C@@H]1O[R]
real/acs/acs.orglett.5b01754-Scheme-c1-8.png,[X]C(C=C1C=CC=CC1=C2C3=C(C([X])=CC4=C3C=CC=C4)O[R])=C2O[R]
real/acs/op000070q-Scheme-c1-2.png,CC(C(C(C1=CC=CC=C1)C[N+]([O-])=O)C(O[R])=O)=O
real/acs/op990044w-Scheme-c4-1.png,O=C(/C=C/C1=C(C=CC=C2)N2N=C1C3=CC=CC=C3)N4CCCC[C@@H]4CCO[R]
real/acs/ol100073y-Scheme-c1-31.png,C[C@@H](C(OC)=O)[C@H](NS(C1=CC=C(C)C=C1)(=O)=O)C2=CC=C([X])C=C2
real/acs/op200174k-Figure-c1-8.png,[R1]/C([H])=N/C[R2]
real/acs/acs.orglett.5b01710-Scheme-c4-2.png,N[C@H](C(=O)N[PIP])[C@@H](F)c1ccccc1
real/acs/jo980755c-Scheme-c3-5.png,[R2]C1(O[Ru]C1([Ar])[R3])[R1]
real/acs/jo500696n-Scheme-c1-9.png,[R1]C1=CC(C=CC2=CC=C3C=CC=CC3=[N+]24)=C4C=C1[R2].Cl(=O)(=O)(=O)[O-]
real/acs/jo401608v-Scheme-c8-6.png,[R1]P1(C(C=CC=C2)=C2[Ru]([L])O1)=O
real/acs/jo991681n-Scheme-c4-8.png,[H][C@]1(O[C@@]([H])([C@H]([R])C=C1)C(O[C@@H](C)[C@]2([H])O[C@@]([H])([C@H]([R])C=C2)C(=O)OCC(Cl)(Cl)Cl)=O)[C@@H](O[R'])C
real/acs/jacs.5b07904-Scheme-c3-3.png,[R]C(C[C@H](C)[R'])=O
real/acs/op900269y-Scheme-c2-0.png,[R1]C1=C(C=C(C=C1)NN)[R2]
real/acs/ol0487783-Scheme-c2-7.png,C=C(CC1(CC1)[C@@H](NP(C2=CC=CC=C2)(C3=CC=CC=C3)=O)[C@@H]4C(C4)[R])[Ar]
real/acs/jo9816515-Scheme-c4-13.png,CC1=NNC([R2])=C(C(OCC)=O)C1([R1])[H]
real/acs/jo9816515-Scheme-c5-11.png,C/C(C([R1])(C(C(C)=O)(C(C)=O)[R2])[H])=N/NC(N)=O
real/acs/ol025887d-Figure-c1-7.png,O=C(OC[C@H]([C@H]1O[R])O[C@@H]([C@@H]([C@H]1O[R])O[R])OC(C)=O)C
real/acs/ol302863r-Table-c1-2.png,C[C@@H]1NC([C@H](CSSC[C@H](NC1=O)C(O[TAGa])=O)NC(OC(C)(C)C)=O)=O
real/acs/ol203001w-Scheme-c1-8.png,[R2]C=C=C(/[N+]([O-])=C([H])\[R3])[R1]
